Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Petroleum engineer,Education,Decreasing,high,82259.71,Associate Degree,6,8516,1339,67.3,30.08,Germany,64.0
Camera operator,Education,Decreasing,high,37825.96,PhD,7,5710,8747,2.09,94.25,Australia,26.33
Stage manager,Healthcare,Increasing,high,123366.48,PhD,10,9493,228,9.85,29.85,UK,47.27
Accommodation manager,IT,Decreasing,high,127902.63,Associate Degree,18,7050,4034,28.34,55.6,China,56.3
"Scientist, forensic",Entertainment,Increasing,high,97079.77,High School,18,4197,6712,9.87,21.98,UK,69.02
Actor,IT,Increasing,high,115913.36,High School,4,9480,8602,51.65,17.08,Australia,64.91
Media planner,Manufacturing,Increasing,high,90289.64,Master’s Degree,10,9826,9875,57.35,83.14,UK,52.04
Contractor,Education,Decreasing,high,122233.28,Associate Degree,3,9341,6943,44.73,43.71,Australia,31.04
Energy engineer,Finance,Decreasing,high,129013.34,High School,19,2265,8019,28.61,39.45,Brazil,77.75
"Journalist, broadcasting",IT,Increasing,high,35089.04,Associate Degree,18,423,2152,75.04,30.86,Canada,56.72
Seismic interpreter,Finance,Increasing,high,61737.13,Associate Degree,11,2475,6551,74.5,26.38,Australia,26.65
"Sound technician, broadcasting/film/video",Transportation,Increasing,high,41626.18,Bachelor’s Degree,18,4709,9803,80.31,49.11,China,21.24
Museum/gallery conservator,Healthcare,Decreasing,high,44281.82,Master’s Degree,19,2819,4400,71.39,51.57,UK,72.31
"Doctor, general practice",IT,Decreasing,high,112019.23,PhD,8,2233,6282,44.3,92.16,Germany,52.92
Graphic designer,Finance,Increasing,high,121789.84,Associate Degree,6,7011,8350,57.4,19.77,Brazil,35.16
Charity officer,Education,Increasing,high,108796.95,Associate Degree,2,5996,3950,76.18,44.28,UK,27.79
"Psychotherapist, child",Retail,Decreasing,high,67400.87,Associate Degree,15,7434,2152,0.03,86.92,India,67.23
Writer,Entertainment,Increasing,high,114743.99,Master’s Degree,8,3834,8519,78.65,11.68,UK,46.94
"Investment banker, operational",Education,Increasing,high,72228.59,PhD,14,522,1355,46.03,60.8,UK,67.42
Museum/gallery exhibitions officer,Transportation,Decreasing,high,103897.33,PhD,9,2241,8982,56.05,79.48,Canada,76.66
Intelligence analyst,Education,Decreasing,high,94804.8,Master’s Degree,13,4476,6933,31.1,92.36,USA,72.79
Academic librarian,Transportation,Increasing,high,94087.83,Master’s Degree,13,4693,3808,48.35,24.55,Canada,37.0
Lobbyist,Manufacturing,Decreasing,high,84456.07,High School,5,8858,6231,46.28,0.31,USA,27.19
Sales executive,IT,Increasing,high,144352.4,Associate Degree,3,9021,5165,28.75,82.1,Canada,50.04
Education administrator,Healthcare,Increasing,high,30801.69,Master’s Degree,3,5643,8624,36.08,62.33,Brazil,52.59
Lobbyist,Manufacturing,Decreasing,high,113238.47,Bachelor’s Degree,15,8605,8154,50.56,82.13,Germany,41.8
Clinical psychologist,Healthcare,Increasing,high,100718.3,Bachelor’s Degree,7,4720,366,6.5,16.25,Germany,51.34
"Administrator, Civil Service",Transportation,Increasing,high,54140.21,Master’s Degree,4,3707,8369,17.97,62.54,UK,45.34
IT consultant,Entertainment,Decreasing,high,136216.87,High School,8,3181,8319,84.71,23.07,Brazil,33.82
Environmental education officer,IT,Increasing,high,148838.82,High School,20,9153,5765,43.78,11.19,Brazil,61.68
Gaffer,Healthcare,Increasing,high,48891.18,High School,13,5791,1955,75.85,52.39,Germany,42.38
Professor Emeritus,IT,Increasing,high,126044.09,Master’s Degree,20,6504,5601,97.81,8.12,China,62.48
Product/process development scientist,Entertainment,Decreasing,high,63947.01,Bachelor’s Degree,13,9781,1075,32.64,62.33,China,25.84
Midwife,Finance,Increasing,high,98926.72,Associate Degree,8,7245,4459,3.07,61.51,Australia,28.32
Sport and exercise psychologist,Finance,Decreasing,high,86134.77,Bachelor’s Degree,5,8801,5643,77.87,60.15,Australia,62.83
"Scientist, clinical (histocompatibility and immunogenetics)",Entertainment,Increasing,high,54295.89,High School,17,4510,5740,44.58,10.73,China,68.43
"Therapist, music",Retail,Increasing,high,56473.65,High School,0,6520,9726,79.4,69.95,India,42.9
"Librarian, academic",Healthcare,Decreasing,high,89922.3,Bachelor’s Degree,0,662,3116,67.43,93.78,UK,23.37
Aid worker,Retail,Decreasing,high,96370.15,Bachelor’s Degree,5,3842,2388,84.92,56.99,Canada,53.71
Ceramics designer,Manufacturing,Increasing,high,127761.73,Associate Degree,20,1335,1932,72.2,94.29,USA,22.57
Video editor,Education,Increasing,high,102950.74,PhD,1,4430,3726,93.42,84.39,Canada,41.29
Energy engineer,Education,Decreasing,high,98361.86,Associate Degree,13,4251,5242,9.96,92.98,Brazil,64.87
Physiotherapist,Manufacturing,Decreasing,high,114915.82,Bachelor’s Degree,3,3688,4254,9.07,61.33,Canada,59.45
Chiropodist,Finance,Decreasing,high,43610.57,Bachelor’s Degree,12,1482,138,5.78,41.24,USA,33.03
"Production designer, theatre/television/film",Entertainment,Decreasing,high,143801.68,PhD,5,4569,1761,39.62,89.02,Australia,40.18
"Scientist, product/process development",Entertainment,Decreasing,high,149964.42,High School,9,9899,4095,53.42,43.0,China,46.81
Government social research officer,Healthcare,Increasing,high,119700.47,Associate Degree,19,6209,1116,8.79,28.69,USA,42.65
Magazine journalist,Manufacturing,Decreasing,high,46892.62,Bachelor’s Degree,11,3469,6641,48.82,42.82,Australia,47.84
"Psychologist, educational",Transportation,Increasing,high,39500.34,High School,18,4406,2927,97.04,31.41,Canada,35.56
Public relations officer,Healthcare,Increasing,high,33029.02,High School,5,9209,7831,70.78,17.98,India,40.66
"Librarian, academic",Entertainment,Increasing,high,50297.94,Master’s Degree,13,4881,2164,57.23,1.51,India,75.84
Magazine features editor,Manufacturing,Decreasing,high,125849.98,Master’s Degree,11,7164,3250,20.08,43.66,Canada,68.23
Editorial assistant,Entertainment,Decreasing,high,130166.95,PhD,15,9130,5904,99.26,40.21,Canada,32.0
"Teacher, adult education",Entertainment,Increasing,high,90268.75,Master’s Degree,4,4215,4490,9.21,75.53,India,58.64
"Engineer, chemical",Retail,Decreasing,high,61232.68,High School,18,8379,4648,8.05,51.05,UK,46.45
"Conservation officer, nature",Transportation,Decreasing,high,101241.93,High School,16,2804,9093,85.06,20.32,India,66.42
Data scientist,Education,Increasing,high,138332.71,Associate Degree,12,9171,1416,42.13,9.52,China,28.24
TEFL teacher,Education,Increasing,high,146274.01,PhD,3,1124,3351,58.52,80.68,USA,27.65
Environmental consultant,Finance,Decreasing,high,32701.49,Bachelor’s Degree,6,6371,9959,50.46,50.16,Canada,41.94
Magazine journalist,Healthcare,Decreasing,high,125253.71,Associate Degree,2,1574,7355,40.06,41.99,Australia,58.43
Media buyer,Education,Increasing,high,64220.09,High School,14,2004,6584,71.27,13.69,Germany,77.39
Dietitian,Education,Decreasing,high,98114.85,PhD,14,5853,672,33.29,10.45,Brazil,46.14
Film/video editor,Finance,Decreasing,high,134676.01,Associate Degree,7,6520,9411,41.43,54.7,Canada,67.02
Maintenance engineer,Retail,Decreasing,high,108075.44,Bachelor’s Degree,5,9712,8909,38.95,42.13,Australia,65.66
Naval architect,Entertainment,Decreasing,high,63750.57,High School,5,5990,8708,17.99,92.7,India,41.11
Higher education lecturer,Retail,Decreasing,high,56941.2,Bachelor’s Degree,20,4381,9819,44.14,22.68,Brazil,27.18
Soil scientist,Healthcare,Increasing,high,41448.74,High School,2,4641,2152,93.04,90.68,China,45.8
"Engineer, structural",Finance,Increasing,high,65941.59,High School,9,4254,5790,96.89,59.38,Canada,28.95
Hospital pharmacist,Healthcare,Increasing,high,86574.16,High School,1,8866,1093,17.2,11.9,UK,63.43
Exercise physiologist,Entertainment,Decreasing,high,68945.27,Master’s Degree,1,2570,3351,92.52,46.93,UK,49.95
Music tutor,Finance,Increasing,high,79711.46,Master’s Degree,0,4784,1461,12.92,4.98,USA,67.52
Advertising account planner,Retail,Decreasing,high,73178.32,High School,10,7894,8578,21.39,6.12,Brazil,23.19
Fisheries officer,Retail,Increasing,high,74574.34,High School,5,4588,4476,76.44,65.41,Australia,48.75
Microbiologist,IT,Decreasing,high,41446.6,High School,17,9898,3506,92.87,46.65,India,66.74
"Psychotherapist, child",Finance,Decreasing,high,71515.69,Associate Degree,6,5027,5655,79.04,66.68,China,50.78
"Engineer, maintenance",Healthcare,Increasing,high,40305.58,PhD,16,3321,8441,26.06,20.99,Brazil,25.66
Training and development officer,Manufacturing,Increasing,high,93935.54,Associate Degree,8,3375,7199,26.59,3.48,Brazil,26.94
"Engineer, civil (contracting)",IT,Decreasing,high,36939.4,Associate Degree,3,7799,9355,57.27,48.25,Canada,48.83
Armed forces training and education officer,IT,Increasing,high,59737.28,PhD,1,9221,1965,54.97,19.51,Germany,79.78
Systems analyst,Transportation,Decreasing,high,146584.63,Associate Degree,19,2573,8179,93.03,59.43,Australia,30.33
"Solicitor, Scotland",Transportation,Decreasing,high,69302.87,Associate Degree,14,1741,3064,35.35,78.07,China,27.16
"Administrator, charities/voluntary organisations",Transportation,Decreasing,high,113978.95,PhD,8,7126,5833,98.33,33.21,China,65.09
Field trials officer,IT,Decreasing,high,136997.81,Master’s Degree,14,8230,6103,59.19,76.47,UK,33.62
Government social research officer,Healthcare,Decreasing,high,107933.0,High School,3,2310,9645,71.3,75.59,China,76.43
Copy,Education,Increasing,high,109859.1,Bachelor’s Degree,9,7185,1607,71.58,42.45,USA,45.77
Horticultural consultant,Entertainment,Increasing,high,138180.71,PhD,8,1890,5504,61.64,16.56,Canada,52.13
Petroleum engineer,Finance,Increasing,high,115170.17,Associate Degree,7,6473,2183,9.96,18.45,China,57.12
Environmental manager,Retail,Decreasing,high,147814.57,High School,0,9266,7206,50.21,55.75,Germany,39.35
Cabin crew,Finance,Decreasing,high,88323.23,Associate Degree,17,2912,3609,88.36,71.52,Canada,44.9
Tourism officer,Transportation,Increasing,high,35757.65,Bachelor’s Degree,9,2140,5000,62.29,78.85,Canada,47.4
Marine scientist,Healthcare,Decreasing,high,79584.92,High School,13,5808,3843,40.66,26.95,India,57.45
"Engineer, structural",Transportation,Decreasing,high,125746.39,Associate Degree,12,6991,8096,97.22,66.56,Australia,30.48
Barista,IT,Decreasing,high,84564.46,High School,12,8501,6698,21.89,34.88,Brazil,70.79
"Runner, broadcasting/film/video",Healthcare,Decreasing,high,87999.13,Master’s Degree,19,3786,7169,61.98,58.36,Australia,26.06
Financial risk analyst,Healthcare,Increasing,high,106023.51,Associate Degree,8,3652,6749,51.45,88.23,Canada,58.04
"Engineer, electronics",Education,Increasing,high,112804.85,Master’s Degree,12,3049,9053,62.39,25.96,USA,78.17
Water engineer,Transportation,Increasing,high,95558.23,High School,14,6303,961,85.18,33.34,Brazil,69.07
Travel agency manager,Healthcare,Decreasing,high,146353.41,Associate Degree,6,6726,970,77.49,26.88,Germany,43.96
Senior tax professional/tax inspector,Education,Increasing,high,45430.05,Master’s Degree,12,238,4628,90.48,88.07,UK,58.31
Psychotherapist,Education,Decreasing,high,69916.19,Master’s Degree,7,4635,5314,91.31,61.05,China,33.02
Environmental health practitioner,Retail,Decreasing,high,65958.01,Associate Degree,9,9080,1005,82.85,18.24,India,41.8
Firefighter,Entertainment,Decreasing,high,91852.66,High School,7,6289,4196,85.0,0.76,Australia,63.68
Communications engineer,Education,Decreasing,high,114543.17,Bachelor’s Degree,12,3200,4311,7.73,55.32,India,38.09
Geochemist,Entertainment,Increasing,high,35681.13,Associate Degree,2,8763,2299,83.92,21.94,Germany,61.2
Fisheries officer,Education,Decreasing,high,131721.36,Associate Degree,8,8314,4562,40.82,84.39,China,67.19
Child psychotherapist,Transportation,Decreasing,high,140442.3,High School,17,2587,3732,65.95,66.57,China,48.84
Commercial art gallery manager,Entertainment,Decreasing,high,116309.14,High School,20,1907,1181,85.21,15.47,China,72.97
Solicitor,Transportation,Increasing,high,108272.68,Bachelor’s Degree,2,9282,6538,92.79,30.3,Canada,50.61
"Therapist, sports",Retail,Decreasing,high,73183.57,PhD,12,693,6101,31.14,43.39,UK,72.41
Public librarian,Entertainment,Increasing,high,105287.81,High School,10,6134,5106,77.43,79.37,Brazil,75.09
Arts administrator,Healthcare,Decreasing,high,89160.92,Bachelor’s Degree,11,6432,7093,44.76,1.66,Brazil,69.72
Hydrogeologist,Education,Decreasing,high,132796.41,Associate Degree,2,1230,3667,53.59,95.73,India,28.2
Educational psychologist,Retail,Decreasing,high,128767.87,Master’s Degree,8,5702,8458,44.44,80.14,India,25.57
TEFL teacher,Transportation,Increasing,high,105658.47,High School,15,7142,5427,76.24,65.11,Canada,72.75
Trade union research officer,Finance,Decreasing,high,109331.42,High School,8,7187,1953,26.22,58.29,Canada,76.96
Paramedic,Finance,Increasing,high,125117.59,PhD,20,5387,3056,59.18,17.96,Australia,42.65
Ophthalmologist,IT,Decreasing,high,75308.38,High School,18,471,5322,38.13,26.99,Australia,32.82
Prison officer,Entertainment,Decreasing,high,82657.61,PhD,6,336,3270,21.37,11.43,Germany,42.71
Conference centre manager,IT,Decreasing,high,97373.37,PhD,13,1058,5909,86.9,41.99,India,41.86
Restaurant manager,Entertainment,Decreasing,high,98438.54,PhD,20,1966,6050,41.62,16.21,Brazil,40.58
Careers adviser,Education,Decreasing,high,111223.14,Master’s Degree,18,3883,4395,7.3,46.18,Australia,30.2
"Horticulturist, amenity",Entertainment,Decreasing,high,91874.17,PhD,14,1365,7548,44.74,30.68,Canada,31.23
Cartographer,Healthcare,Decreasing,high,129027.8,Master’s Degree,16,7336,9218,31.4,89.83,Germany,72.72
Child psychotherapist,Finance,Decreasing,high,105778.63,Associate Degree,14,8703,2984,37.67,66.46,Brazil,61.14
Community pharmacist,IT,Decreasing,high,83958.51,PhD,7,4515,2756,38.9,15.04,Australia,21.8
Agricultural consultant,Retail,Decreasing,high,86158.82,Bachelor’s Degree,11,5439,4625,67.17,62.72,Germany,23.85
Mining engineer,Education,Decreasing,high,45746.38,Bachelor’s Degree,14,6285,1715,7.97,43.49,Brazil,59.8
Agricultural consultant,Finance,Increasing,high,112726.63,Bachelor’s Degree,14,6614,8611,86.34,11.72,Canada,61.26
Chartered loss adjuster,Entertainment,Decreasing,high,146425.02,Bachelor’s Degree,19,10000,5089,0.54,55.33,USA,38.84
Water engineer,Entertainment,Decreasing,high,113424.66,Bachelor’s Degree,17,8921,466,99.73,25.77,China,56.0
Forensic scientist,Education,Increasing,high,84825.82,Bachelor’s Degree,4,7991,7201,6.97,53.24,China,69.08
Chief Technology Officer,Education,Increasing,high,62728.04,Bachelor’s Degree,2,733,5441,42.55,15.93,India,65.0
Land/geomatics surveyor,IT,Increasing,high,69104.0,Bachelor’s Degree,2,4186,8942,59.47,80.57,Canada,42.91
Veterinary surgeon,Education,Increasing,high,90652.57,High School,11,7438,1916,88.04,44.93,UK,27.21
Patent attorney,Retail,Increasing,high,137332.55,PhD,12,5392,5270,79.37,78.1,India,78.5
"Engineer, drilling",Education,Increasing,high,74335.83,PhD,2,6599,9335,13.07,2.66,India,34.48
"Engineer, civil (consulting)",Healthcare,Increasing,high,78530.82,Associate Degree,17,9875,3498,88.05,88.53,USA,68.52
"Therapist, horticultural",IT,Increasing,high,144062.3,PhD,0,7507,2154,16.94,81.89,Germany,74.41
Technical sales engineer,IT,Increasing,high,41579.94,Associate Degree,12,119,9918,86.21,10.25,Australia,59.76
"Development worker, international aid",Transportation,Increasing,high,64706.09,Master’s Degree,19,7226,5122,2.7,81.51,Canada,31.07
"Surveyor, land/geomatics",Education,Increasing,high,44163.01,High School,18,5181,4482,91.36,96.67,USA,59.55
Microbiologist,Healthcare,Decreasing,high,56238.35,Bachelor’s Degree,10,3676,5340,83.16,26.24,India,46.06
Special educational needs teacher,Transportation,Decreasing,high,74632.94,Associate Degree,8,2813,7154,54.08,62.82,Germany,22.06
Occupational therapist,Healthcare,Increasing,high,95667.65,Master’s Degree,18,7978,1538,23.38,15.23,USA,76.42
"Engineer, maintenance",Entertainment,Increasing,high,57643.22,Bachelor’s Degree,18,6686,474,29.59,22.98,UK,48.08
Neurosurgeon,Retail,Decreasing,high,127959.08,Master’s Degree,4,8228,2394,83.57,60.34,UK,28.55
Chief Marketing Officer,Entertainment,Decreasing,high,113175.24,High School,2,5002,2758,60.04,28.33,UK,32.38
Minerals surveyor,IT,Decreasing,high,50076.22,High School,9,3262,7002,22.89,92.81,Australia,34.35
Museum education officer,Finance,Decreasing,high,74936.26,Associate Degree,5,862,5125,11.94,67.36,Canada,37.97
"Engineer, petroleum",Retail,Decreasing,high,84813.21,High School,9,7611,8175,41.19,41.13,UK,53.21
"Teacher, primary school",Finance,Decreasing,high,137014.6,High School,18,6639,4192,78.06,72.79,UK,36.03
Psychiatric nurse,Retail,Decreasing,high,112373.28,PhD,19,9025,5742,75.45,20.26,Canada,41.14
Metallurgist,Education,Increasing,high,52494.07,Bachelor’s Degree,14,9625,6949,25.03,76.46,Australia,66.27
Research scientist (physical sciences),Transportation,Increasing,high,128511.12,PhD,9,6238,2103,38.73,63.92,Australia,27.08
"Exhibitions officer, museum/gallery",Manufacturing,Increasing,high,106973.22,PhD,1,8102,1776,35.57,90.99,USA,28.34
Research scientist (physical sciences),IT,Decreasing,high,58040.33,Bachelor’s Degree,11,3220,5193,30.18,20.5,Canada,66.01
General practice doctor,Retail,Increasing,high,32316.64,Associate Degree,18,8244,961,23.29,35.05,USA,56.07
Academic librarian,Transportation,Decreasing,high,132083.79,Master’s Degree,18,6599,5937,76.74,5.33,Canada,22.41
"Designer, ceramics/pottery",Transportation,Increasing,high,48695.49,High School,8,8120,6321,60.16,47.82,Canada,48.5
Computer games developer,Education,Increasing,high,118846.46,Associate Degree,1,9787,7266,99.6,11.82,UK,37.03
"Engineer, communications",Retail,Decreasing,high,124175.19,Master’s Degree,19,543,8017,3.27,7.46,Australia,63.94
Public house manager,Finance,Increasing,high,115524.5,PhD,10,7578,6340,87.51,43.45,Germany,69.12
Proofreader,Retail,Decreasing,high,142665.31,Associate Degree,5,3136,3651,68.78,60.19,Germany,28.66
Product/process development scientist,Entertainment,Increasing,high,95758.38,Bachelor’s Degree,8,4392,431,36.11,16.51,Brazil,61.58
"Nurse, mental health",Manufacturing,Decreasing,high,84808.22,Bachelor’s Degree,11,6119,4077,57.17,64.14,Brazil,36.96
Amenity horticulturist,Retail,Decreasing,high,143995.49,High School,0,5889,8323,27.04,23.31,USA,74.17
